ID,Specie,Year,Month,Author,Locality,Latitude,Longitude,Depth (m),Area (Km2),Estimated coordinates,Reference,ANP,Protection Level,Validation,Estimated Area,Area Loss,Loss Index,Pollution ,Coastal Modification,Biological Resource Use,Climate Change ,Minning,Threath index ,Read List Category,Regin_1,Region, ,Municip,Categor,Zonifcc,Subznfc,nombr_1,Psc_Cmr,Psc_Dpr,Pesca,Buceo
159,Ruppia maritima,1993,March,Felger y Ortiz-Reyna,Cienega de Santa Clara,31.86,-114.62,DD,DD,No,MEXU,Alto Golfo de California y Delta del Rï¿½o Colorado,2,DD,,,,0,0,0,,0,,,Noroeste y Alto Golfo de California,Cienega de Santa Clara,Baja California y Sonora,Baja California.: Mexicali; Sonora: Puerto Penasco y San Luis Rio Colorado,Zona Nucleo,Zona Nucleo,Zona Nucleo,Nucleo,NO,NO,Prohibida,Prohibido
160,Halophila decipiens,1999,April,Santamaria-Gallegos et al.,Costa Baja,24.21,-110.3,3,DD,Yes,"Estudio de las praderas de fanerogamas marinas en Baja California Sur (Mexico): Ciclo de vida y estrategias reproductivas de Zostera marina, Halodule wrightii y Halophila decipiens",No,0,No,,,,0,1,1,,0,,,,La Paz,Baja California Sur,,,,,,,,,
161,Halodule wrightii,1999,June,Santamaria-Gallegos et al.,Costa Baja,24.21,-110.3,0.5,DD,Yes,"Estudio de las praderas de fanerogamas marinas en Baja California Sur (Mexico): Ciclo de vida y estrategias reproductivas de Zostera marina, Halodule wrightii y Halophila decipiens",No,0,No,,,,0,1,1,,0,,,,La Paz,Baja California Sur,,,,,,,,,
162,Ruppia maritima,1999,May,Santamaria-Gallegos et al.,Costa Baja,24.21,-110.3,0.5,DD,Yes,"Estudio de las praderas de fanerogamas marinas en Baja California Sur (Mexico): Ciclo de vida y estrategias reproductivas de Zostera marina, Halodule wrightii y Halophila decipiens",No,0,No,,,,0,1,1,,0,,,,La Paz,Baja California Sur,,,,,,,,,
163,Halophila decipiens,2001,July-August,Santamaria-Gallegos et al.,Costa Baja,24.21,-110.3,5,DD,Yes,Occurrence and seasonality of Halophila decipiens in the Gulf Of California,No,0,No,,,,0,1,1,,0,,,,La Paz,Baja California Sur,,,,,,,,,
164,Halophila decipiens,1999-2000,December-January,Santamaria-Gallegos et al.,Costa Baja,24.21,-110.3,5,DD,Yes,Occurrence and seasonality of Halophila decipiens in the Gulf Of California,No,0,No,,,,0,1,1,,0,,,,La Paz,Baja California Sur,,,,,,,,,
165,Zostera marina,2009,June,Lopez-Calderon et al.,El Almo,29.21,-112.22,DD,DD,Yes,Zostera marina meadows from the Gulf of California conservation status,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,Yes,,,,0,0,0,,0,,,,Canal del Infiernillo ,Sonora,,,,,,,,,
166,Zostera marina,2010,May,Lopez-Calderon et al.,El Almo,29.21,-112.22,DD,DD,Yes,Zostera marina meadows from the Gulf of California conservation status,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,Yes,,,,0,0,0,,0,,,,Canal del Infiernillo ,Sonora,,,,,,,,,
167,Ruppia maritima,1986-1988,January-June,Ramirez-Garcia y Lot,El Candelero,24.5,-110.38,DD,DD,Yes,"La distribucion del manglar y de los pastos marinos en el Golfo de California, Mexico",Zona marina del Archipielago de Espiritu Santo,2,DD,,,,0,0,0,,0,,,Peninsula de Baja California y Pacifico Norte,Isla Espiritu Santo,Baja California Sur,Frente a las costas de La Paz,Zona Nucleo,Uso Restringido,Uso Restringido,Bahia San Gabriel,NO,NO,Prohibida,Permitido
168,Zostera marina,2010,June,Riosmena-Rodriguez et al.,El Choyudo,28.31,-111.45,DD,DD,Yes,Conservation status of Zostera marina populations at Mexican Pacific,,0,Yes,,,,1,1,1,,0,,,,Estero Tastiota,Sonora ,,,,,,,,,
169,Zostera marina,1968,April,Felger,El Desemboque,30.55,-113,DD,DD,No,MEXU,No,0,DD,,,,1,1,1,,0,,,,El Desemboque ,Sonora,,,,,,,,,
170,Zostera marina,1968,May,Felger,El Desemboque,30.55,-113,DD,DD,No,UNISON:USON,No,0,DD,,,,1,1,1,,0,,,,El Desemboque ,Sonora,,,,,,,,,
171,Zostera marina,1972,December,Felger,El Desemboque,30.55,-113,DD,DD,Yes,MEXU,No,0,DD,,,,1,1,1,,0,,,,El Desemboque ,Sonora,,,,,,,,,
172,Zostera marina,1900,June,Felger y Moser,El Desemboque de los Seri,29.5,-112.4,DD,DD,Yes,Eelgras (Zostera marina) in the Gulf of California: Discovery of its nutritional value by the Seri Indians,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,Yes,,,,0,0,0,,0,,,,Canal del Infiernillo ,Sonora,,,,,,,,,
173,Zostera marina,1970,July,Felger y Moser,El Desemboque de los Seri,29.5,-112.4,DD,DD,Yes,Eelgras (Zostera marina) in the Gulf of California: Discovery of its nutritional value by the Seri Indians,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,Yes,,,,0,0,0,,0,,,,Canal del Infiernillo ,Sonora,,,,,,,,,
174,Zostera marina,1973,April,Felger y Moser,El Desemboque de los Seri,29.5,-112.4,DD,DD,No,Eelgras (Zostera marina) in the Gulf of California: Discovery of its nutritional value by the Seri Indians,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,Yes,,,,0,0,0,,0,,,,Canal del Infiernillo ,Sonora,,,,,,,,,
175,Zostera marina,2008,January,Felger,El Desemboque de los Seri,29.53,-112.43,DD,DD,No,ARIZ,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,Yes,,,,0,0,0,,0,,,,Canal del Infiernillo ,Sonora,,,,,,,,,
176,Ruppia maritima,1992,February,Vega-Avina,El Dorado,24.32,-107.46,DD,DD,Yes,UAS:UAS,Sitio Ramsar Ensenada de Pabellones,1,Yes,,,,1,1,1,,0,,,,El Dorado ,Sinaloa,,,,,,,,,
177,Ruppia maritima,1995,June,Vega-Avina,El Dorado,24.28,-107.45,DD,DD,Yes,UAS:UAS,Sitio Ramsar Ensenada de Pabellones,1,No,,,,1,1,1,,0,,,,El Dorado ,Sinaloa,,,,,,,,,
178,Halodule wrightii,1999,December,Santamaria-Gallegos et al.,El Mogote,24.15,-110.36,DD,DD,Yes,"Estudio de las praderas de fanerogamas marinas en Baja California Sur (Mexico): Ciclo de vida y estrategias reproductivas de Zostera marina, Halodule wrightii y Halophila decipiens",No,0,No,DD,DD,,0,1,0,,0,,,,La Paz,Baja California Sur,,,,,,,,,
179,Ruppia maritima,1999,January,Santamaria-Gallegos et al.,El Mogote,24.15,-110.36,DD,DD,Yes,"Estudio de las praderas de fanerogamas marinas en Baja California Sur (Mexico): Ciclo de vida y estrategias reproductivas de Zostera marina, Halodule wrightii y Halophila decipiens",No,0,No,DD,DD,,0,1,0,,0,,,,La Paz,Baja California Sur,,,,,,,,,
180,Ruppia maritima,2008,DD,Danemann y Morzaira-Luna,El Quemado,28.94,-113.43,DD,DD,No,"Humedales de la region de Bahia de los Angeles, Baja California","Zona marina Bahia de los Angeles, Canales de Ballenas y de Salsipuedes",1,DD,DD,DD,,1,0,1,,0,,,Peninsula de Baja California y Pacifico Norte,Bahia de los Angeles ,Baja California,Frente al municipio de Ensenada,Zona de Amortiguamiento,Zona de Aprovechamiento Sustentable de los Recursos Naturales,Subzona de Aprovechamiento Sustentable de los Recursos Naturales,Canales de Ballenas y de Salsipuedes,SI,SI,Permitida,Permitido
181,Zostera marina,1991,October,Riosmena-Rodriguez y Sanchez-Lizaso,El Requeson,26.64,-111.83,DD,DD,No,El limite sur de distribucion de Zostera marina L. y Phyllospadix torreyi W. para el noroeste mexicano,Bahia de Loreto,1,Yes,,,,1,0,0,,0,,,,Loreto,Baja California Sur,Frente a las costas del municipio de Loreto,Zona de Amortiguamiento,Zona de Aprovechamiento Sustentable de los Recursos Naturales,Subzona de Aprovechamiento Sustentable de los Recursos Naturales Marina I,Bahia Loreto I,SI,SI,Permitida,Permitido
182,Zostera marina,1991,October,Riosmena-Rodriguez y Sanchez-Lizaso,El Requeson,26.64,-111.83,DD,DD,No,El limite sur de distribucion de Zostera marina L. y Phyllospadix torreyi W. para el noroeste mexicano,Bahia de Loreto,1,Yes,,,,1,0,0,,0,,,,Loreto,Baja California Sur,Frente a las costas del municipio de Loreto,Zona de Amortiguamiento,Zona de Aprovechamiento Sustentable de los Recursos Naturales,Subzona de Aprovechamiento Sustentable de los Recursos Naturales Marina I,Bahia Loreto I,SI,SI,Permitida,Permitido
183,Ruppia maritima,2008,December,Lopez-Calderon et al.,El Requeson,26.6388,-111.8294,DD,DD,No,"Outstanding appearance of Ruppia maritima along Baja California Sur, Mexico and its influence in trophic networks",Bahia de Loreto,1,Yes,,,,1,0,0,,0,,,,Loreto,Baja California Sur,Frente a las costas del municipio de Loreto,Zona de Amortiguamiento,Zona de Aprovechamiento Sustentable de los Recursos Naturales,Subzona de Aprovechamiento Sustentable de los Recursos Naturales Marina I,Bahia Loreto I,SI,SI,Permitida,Permitido
184,Ruppia maritima,2009,June,Lopez-Calderon et al.,El Requeson,26.6388,-111.8294,DD,DD,No,"Outstanding appearance of Ruppia maritima along Baja California Sur, Mexico and its influence in trophic networks",Bahia de Loreto,1,Yes,,,,1,0,0,,0,,,,Loreto,Baja California Sur,Frente a las costas del municipio de Loreto,Zona de Amortiguamiento,Zona de Aprovechamiento Sustentable de los Recursos Naturales,Subzona de Aprovechamiento Sustentable de los Recursos Naturales Marina I,Bahia Loreto I,SI,SI,Permitida,Permitido
185,Ruppia maritima,2010,August,Lopez-Calderon et al.,El Requeson,26.6388,-111.8294,DD,DD,Yes,Zostera marina meadows from the Gulf of California conservation status,Bahia de Loreto,1,Yes,,,,1,0,0,,0,,,,Loreto,Baja California Sur,Frente a las costas del municipio de Loreto,Zona de Amortiguamiento,Zona de Aprovechamiento Sustentable de los Recursos Naturales,Subzona de Aprovechamiento Sustentable de los Recursos Naturales Marina I,Bahia Loreto I,SI,SI,Permitida,Permitido
186,Ruppia maritima,2010,May,Lopez-Calderon et al.,El Requeson,26.6388,-111.8294,DD,DD,Yes,Zostera marina meadows from the Gulf of California conservation status,Bahia de Loreto,1,Yes,,,,1,0,0,,0,,,,Loreto,Baja California Sur,Frente a las costas del municipio de Loreto,Zona de Amortiguamiento,Zona de Aprovechamiento Sustentable de los Recursos Naturales,Subzona de Aprovechamiento Sustentable de los Recursos Naturales Marina I,Bahia Loreto I,SI,SI,Permitida,Permitido
187,Ruppia maritima,2009,DD,Meling-Lopez,El Siuti,27.6,-110.61,DD,DD,No,Com.Pers.,Sitio Ramsar Complejo Lagunar Bahía Guásimas – Estero Lobos,1,Yes,,,,1,1,1,,0,,,,El Siuti,Sonora,,,,,,,,,
188,Ruppia maritima,2009,DD,Meling-Lopez,El Tobari,27.14,-110.25,DD,DD,No,Com.Pers.,Sitio Ramsar Complejo Lagunar Bahía Guásimas – Estero Lobos,1,DD,,,,1,1,1,,0,,,,El Tobari,Sonora,,,,,,,,,
189,Zostera marina,1968,April,Felger et al.,Ensenada de la Perra,28.78,-112.27,DD,DD,No,MEXU,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,Yes,,,,0,0,0,,0,,,,Canal del Infiernillo ,Sonora,,,,,,,,,
190,Zostera marina,2009,June,Lopez-Calderon et al.,Ensenada Tiburon,29.17,-112.27,DD,DD,Yes,Zostera marina meadows from the Gulf of California conservation status,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,Yes,,,,0,0,0,,0,,,,Canal del Infiernillo ,Sonora,,,,,,,,,
191,Zostera marina,2010,May,Lopez-Calderon et al.,Ensenada Tiburon,29.18,-112.27,DD,DD,Yes,Zostera marina meadows from the Gulf of California conservation status,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,DD,,,,0,0,0,,0,,,,Canal del Infiernillo ,Sonora,,,,,,,,,
192,Ruppia maritima,1974,April,Felger et al.,Estero de la Cruz,28.81,-111.96,DD,DD,Yes,MEXU,Sitio Ramsar Humedales de la laguna de La Cruz,1,DD,,,,1,1,1,,0,,,,Bahia de Kino,Sonora,,,,,,,,,
193,Halodule wrightii,2006,DD,Meling-Lopez,Estero de la Cruz,28.81,-111.96,DD,DD,Yes,Com.Pers.,Sitio Ramsar Humedales de la laguna de La Cruz,1,DD,,,,1,1,1,,0,,,,Bahia de Kino,Sonora,,,,,,,,,
194,Zostera marina,2007,December,Felger,Estero de la Cruz,28.81,-111.96,DD,DD,No,ARIZ,Sitio Ramsar Humedales de la laguna de La Cruz,1,DD,,,,1,1,1,,0,,,,Bahia de Kino,Sonora,,,,,,,,,
195,Ruppia maritima,2009,DD,Meling-Lopez,Estero de la Cruz,28.79,-111.91,DD,DD,No,Com.Pers.,Sitio Ramsar Humedales de la laguna de La Cruz,1,Yes,,,,1,1,1,,0,,,,Bahia de Kino,Sonora,,,,,,,,,
196,Zostera marina,1973,June,Felger et al.,Estero El Sargento,29.33,-112.33,DD,DD,Yes,MEXU,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,Yes,,,,0,0,0,,0,,,,Canal del Infiernillo ,Sonora,,,,,,,,,
197,Ruppia maritima,1973,June,Felger y Schneider,Estero El Sargento,29.33,-112.33,DD,DD,Yes,MEXU,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,Yes,,,,0,0,0,,0,,,,Canal del Infiernillo ,Sonora,,,,,,,,,
198,Ruppia maritima,2000,February,Seminoff,Estero El Sargento,29.33,-112.33,DD,DD,Yes,MEXU,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,Yes,,,,0,0,0,,0,,,,Canal del Infiernillo ,Sonora,,,,,,,,,
199,Zostera marina,1973,April,Felger et al.,Estero El Soldado,27.96,-110.97,DD,DD,Yes,Eddy Covariance observations of semiarid seagrasses from the Gulf of California,Sitio Ramsar Estero El Soldado,1,Yes,,,,1,1,1,,0,,,,Estero el Soldado,Sonora,,,,,,,,,
200,Ruppia maritima,1985,March,Felger,Estero El Soldado,27.97,-110.97,DD,DD,No,ASU_Plants,Sitio Ramsar Estero El Soldado,1,DD,,,,1,1,1,,0,,,,Estero el Soldado,Sonora,,,,,,,,,
201,Ruppia maritima,2000,February,Felger,Estero El Soldado,27.96,-110.97,DD,DD,Yes,Eddy Covariance observations of semiarid seagrasses from the Gulf of California,Sitio Ramsar Estero El Soldado,1,Yes,,,,1,1,1,,0,,,,Estero el Soldado,Sonora,,,,,,,,,
202,Halodule wrightii,2018,December-May,Barreras-Apodaca y Sanchez-Mejia,Estero El Soldado,27.96,-110.97,DD,DD,Yes,Eddy Covariance observations of semiarid seagrasses from the Gulf of California,Sitio Ramsar Estero El Soldado,1,Yes,,,,1,1,1,,0,,,,Estero el Soldado,Sonora,,,,,,,,,
203,Zostera marina,2018,December-May,Barreras-Apodaca y Sanchez-Mejia,Estero El Soldado,27.97,-110.97,DD,DD,Yes,Eddy Covariance observations of semiarid seagrasses from the Gulf of California,Sitio Ramsar Estero El Soldado,1,DD,,,,1,1,1,,0,,,,Estero el Soldado,Sonora,,,,,,,,,
204,Ruppia maritima,2009,October,Lopez-Calderon et al.,Estero San Miguel,28.97,-112.21,DD,DD,Yes,Zostera marina meadows from the Gulf of California conservation status,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,Yes,,,,0,0,0,,0,,,,Canal del Infiernillo,Sonora ,,,,,,,,,
205,Ruppia maritima,2010,August,Lopez-Calderon et al.,Estero San Miguel,28.97,-112.2,DD,DD,Yes,Zostera marina meadows from the Gulf of California conservation status,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,Yes,,,,0,0,0,,0,,,,Canal del Infiernillo,Sonora ,,,,,,,,,
206,Ruppia maritima,1980,DD,Sheridan y Felger,Estero Santa Rosa,28.97,-112.14,DD,DD,No,Indian Utilization of Eelgrass (Zostera marina L.) in Northwestern Mexico: The SpanishColonial Record,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,DD,,,,0,0,0,,0,,,,Canal del Infiernillo,Sonora ,,,,,,,,,
207,Ruppia maritima,1987,DD,Ramirez-Garcia y Lot,Estero Santa Rosa,28.97,-112.16,DD,DD,No,"La distribucion del manglar y de los pastos marinos en el Golfo de California, Mexico",Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,Yes,,,,0,0,0,,0,,,,Canal del Infiernillo,Sonora ,,,,,,,,,
208,Ruppia maritima,2002,DD,Torre-Cosio,Estero Santa Rosa,28.97,-112.14,DD,DD,No,Inventario y monitoreo del Canal del Infiernillo para el co-manejo de los recursos marinos en el territorio Seri. Golfo de California,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,DD,,,,0,0,0,,0,,,,Canal del Infiernillo,Sonora ,,,,,,,,,
209,Ruppia maritima,2009,October,Lopez-Calderon et al.,Estero Santa Rosa,28.97,-112.16,DD,DD,Yes,Zostera marina meadows from the Gulf of California conservation status,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,Yes,,,,0,0,0,,0,,,,Canal del Infiernillo,Sonora ,,,,,,,,,
210,Ruppia maritima,2010,August,Lopez-Calderon et al.,Estero Santa Rosa,28.98,-112.16,DD,DD,Yes,Zostera marina meadows from the Gulf of California conservation status,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,Yes,,,,0,0,0,,0,,,,Canal del Infiernillo,Sonora ,,,,,,,,,
211,Zostera marina,1986-1988,January-June,Ramirez-Garcia y Lot,Estero Santa Rosa,28.97,-112.16,3,DD,Yes,"La distribucion del manglar y de los pastos marinos en el Golfo de California, Mexico",Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,Yes,,,,0,0,0,,0,,,,Canal del Infiernillo,Sonora ,,,,,,,,,
212,Ruppia maritima,1986-1988,January-June,Ramirez-Garcia y Lot,Estero Santa Rosa,28.97,-112.16,0.5,DD,Yes,"La distribucion del manglar y de los pastos marinos en el Golfo de California, Mexico",Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,Yes,,,,0,0,0,,0,,,,Canal del Infiernillo,Sonora ,,,,,,,,,
213,Halodule wrightii,1986-1988,January-June,Ramirez-Garcia y Lot,Estero Santa Rosa,28.97,-112.16,1,DD,Yes,"La distribucion del manglar y de los pastos marinos en el Golfo de California, Mexico",Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,Yes,,,,0,0,0,,0,,,,Canal del Infiernillo,Sonora ,,,,,,,,,
214,Zostera marina,1970,DD,Den Hartog,Estero Tastiota,28.36,-111.46,DD,DD,Yes,The seagrasses of the world,No,0,Yes,,,,1,1,1,,0,,,,Estero Tastiota,Sonora,,,,,,,,,
215,Zostera marina,1970,DD,Den Hartog,Estero Tastiota,28.37,-111.44,DD,DD,Yes,The seagrasses of the world,No,0,Yes,,,,1,1,1,,0,,,,Estero Tastiota,Sonora,,,,,,,,,
216,Ruppia maritima,1973,May,Felger y Schneider,Estero Tastiota,28.36,-111.46,DD,DD,Yes,MEXU,No,0,Yes,,,,1,1,1,,0,,,,Estero Tastiota,Sonora,,,,,,,,,
217,Zostera marina,1976,DD,Felger y Lowe,Estero Tastiota,28.36,-111.46,DD,DD,Yes,The Island and coastal vegetation and flora of the Northern part of Gulf of California,No,0,Yes,,,,1,1,1,,0,,,,Estero Tastiota,Sonora,,,,,,,,,
218,Ruppia maritima,2006,May,Perez-Estrada et al.,Estero Zacatecas,24.17,-110.43,DD,DD,No,Cyanobacteria and macroalgae from an arid environment mangrove on the east coast of the Baja California Peninsula,No,0,No,,,,0,1,1,,0,,,,La Paz,Baja California Sur,,,,,,,,,
219,Zostera marina,1970,DD,Den Hartog,Guaymas,27.92,-110.83,DD,DD,No,The seagrasses of the world,No,0,No,,,,1,1,1,,0,,,,Guaymas,Sonora,,,,,,,,,
220,Ruppia maritima,1976,DD,Felger y Lowe,Guaymas,27.92,-110.83,DD,DD,Yes,The Island and coastal vegetation and flora of the Northern part of Gulf of California,No,0,No,,,,1,1,1,,0,,,,Guaymas,Sonora,,,,,,,,,
221,Zostera marina,1976,DD,Felger y Lowe,Guaymas,27.93,-110.83,DD,DD,Yes,The Island and coastal vegetation and flora of the Northern part of Gulf of California,No,0,No,,,,1,1,1,,0,,,,Guaymas,Sonora,,,,,,,,,
222,Zostera marina,2010,June,Riosmena-Rodriguez et al.,Guaymas,27.92,-110.83,DD,DD,Yes,Conservation status of Zostera marina populations at Mexican Pacific,No,0,No,,,,1,1,1,,0,,,,Guaymas,Sonora,,,,,,,,,
223,Zostera marina,2000-2002,June,Riosmena-Rodriguez et al.,Guaymas,27.92,-110.83,DD,DD,Yes,Conservation status of Zostera marina populations at Mexican Pacific,No,0,No,,,,1,1,1,,0,,,,Guaymas,Sonora,,,,,,,,,
224,Zostera marina,2007-2009,June,Riosmena-Rodriguez et al.,Guaymas,27.92,-110.83,DD,DD,Yes,Conservation status of Zostera marina populations at Mexican Pacific,No,0,No,,,,1,1,1,,0,,,,Guaymas,Sonora,,,,,,,,,
225,Ruppia maritima,1976,June-October,Edwards,Huizache-Caimanero,22.83,-105.91,DD,DD,No,Ecology of a coastal lagoon complex in Mexico,Sitio Ramsar Laguna Huizache-Caimanero,1,DD,,,,1,0,1,,0,,,,Huizache-Caimanero,Sinaloa ,,,,,,,,,
226,Ruppia maritima,1982,DD,Paul y Bowers,Huizache-Caimanero,22.91,-106.07,DD,DD,Yes,The ecology and Penaeus fisheries of a coastal lagoon system in West Mexico,Sitio Ramsar Laguna Huizache-Caimanero,1,Yes,,,,1,0,1,,0,,,Huizache-Caimanero,Huizache-Caimanero,Sinaloa ,,,,,,,,,
227,Ruppia maritima,1999,DD,Zetina-Rejon,Huizache-Caimanero,22.83,-105.91,DD,DD,Yes,Influencia de la pesca de camaron en la estructura del ecosistema lagunar Huizache Caimanero. Sinaloa Mexico,Sitio Ramsar Laguna Huizache-Caimanero,1,DD,,,,1,0,1,,0,,,,Huizache-Caimanero,Sinaloa ,,,,,,,,,
228,Zostera marina,1976,DD,Felger y Lowe,Isla Alcatraz,28.81,-111.97,DD,DD,Yes,The Island and coastal vegetation and flora of the Northern part of Gulf of California,Sitio Ramsar Humedales de la laguna de La Cruz,1,DD,,,,1,1,1,,0,,,,Bahia de Kino,Sonora,,,,,,,,,
229,Zostera marina,2002,DD,Felger et al.,Isla Alcatraz,28.81,-111.96,DD,DD,Yes,Plant life of a desert archipelago: Flora of the Sonora Islands in the Gulf of California.,Sitio Ramsar Humedales de la laguna de La Cruz,1,DD,,,,1,1,1,,0,,,,Bahia de Kino,Sonora,,,,,,,,,
230,Zostera marina,2007,December,Felger et al.,Isla Alcatraz,28.81,-111.96,DD,DD,No,MEXU,Sitio Ramsar Humedales de la laguna de La Cruz,1,DD,,,,1,1,1,,0,,,,Bahia de Kino,Sonora,,,,,,,,,
231,Zostera marina,1986-1988,January-June,Ramirez-Garcia y Lot,Isla Alcatraz,28.81,-111.96,DD,DD,Yes,"La distribucion del manglar y de los pastos marinos en el Golfo de California, Mexico",Sitio Ramsar Humedales de la laguna de La Cruz,1,Yes,,,,1,1,1,,0,,,,Bahia de Kino,Sonora,,,,,,,,,
232,Zostera marina,1986-1988,DD,Ramirez-Garcia y Lot,Isla Alcatraz,28.81,-111.97,DD,DD,No,"La distribucion del manglar y de los pastos marinos en el Golfo de California, Mexico",Sitio Ramsar Humedales de la laguna de La Cruz,1,DD,,,,1,1,1,,0,,,,Bahia de Kino,Sonora,,,,,,,,,
233,Ruppia maritima,1987,DD,Ramirez-Garcia y Lot,Isla Angel de la Guarda,29,-113.12,DD,DD,No,"La distribucion del manglar y de los pastos marinos en el Golfo de California, Mexico","Zona marina Bahia de los Angeles, Canales de Ballenas y de Salsipuedes",1,DD,,,,1,0,1,,0,,,Peninsula de Baja California y Pacifico Norte,Bahia de los Angeles ,Baja California,Frente al municipio de Ensenada,Zona de Amortiguamiento,Zona de Aprovechamiento Sustentable de los Recursos Naturales,Subzona de Aprovechamiento Sustentable de los Recursos Naturales,Canales de Ballenas y de Salsipuedes,SI,SI,Permitida,Permitido
234,Ruppia maritima,1987,DD,Ramirez-Garcia y Lot,Isla Angel de la Guarda,29.53,-113.55,DD,DD,No,"La distribucion del manglar y de los pastos marinos en el Golfo de California, Mexico","Zona marina Bahia de los Angeles, Canales de Ballenas y de Salsipuedes",1,DD,,,,1,0,1,,0,,,Peninsula de Baja California y Pacifico Norte,Bahia de los Angeles ,Baja California,Frente al municipio de Ensenada,Zona de Amortiguamiento,Zona de Aprovechamiento Sustentable de los Recursos Naturales,Subzona de Aprovechamiento Sustentable de los Recursos Naturales,Canales de Ballenas y de Salsipuedes,SI,SI,Permitida,Permitido
235,Ruppia maritima,1986-1988,January-June,Ramirez-Garcia y Lot,Isla Angel de la Guarda,29,-113.17,DD,DD,Yes,"La distribucion del manglar y de los pastos marinos en el Golfo de California, Mexico","Zona marina Bahia de los Angeles, Canales de Ballenas y de Salsipuedes",1,DD,,,,1,0,1,,0,,,Peninsula de Baja California y Pacifico Norte,Bahia de los Angeles ,Baja California,Frente al municipio de Ensenada,Zona de Amortiguamiento,Zona de Aprovechamiento Sustentable de los Recursos Naturales,Subzona de Aprovechamiento Sustentable de los Recursos Naturales,Canales de Ballenas y de Salsipuedes,SI,SI,Permitida,Permitido
236,Ruppia maritima,1986-1988,January-June,Ramirez-Garcia y Lot,Isla Angel de la Guarda,29,-113.17,DD,DD,Yes,"La distribucion del manglar y de los pastos marinos en el Golfo de California, Mexico","Zona marina Bahia de los Angeles, Canales de Ballenas y de Salsipuedes",1,DD,,,,1,0,1,,0,,,Peninsula de Baja California y Pacifico Norte,Bahia de los Angeles ,Baja California,Frente al municipio de Ensenada,Zona de Amortiguamiento,Zona de Aprovechamiento Sustentable de los Recursos Naturales,Subzona de Aprovechamiento Sustentable de los Recursos Naturales,Canales de Ballenas y de Salsipuedes,SI,SI,Permitida,Permitido
237,Zostera marina,1970,DD,Den Hartog,Isla Bargo,29.53,-113.55,DD,DD,No,The seagrasses of the world,,1,DD,,,,1,0,1,,0,,,Peninsula de Baja California y Pacifico Norte,Bahia de los Angeles ,Baja California,Frente al municipio de Ensenada,Zona de Amortiguamiento,Zona de Aprovechamiento Sustentable de los Recursos Naturales,Subzona de Aprovechamiento Sustentable de los Recursos Naturales,Canales de Ballenas y de Salsipuedes,SI,SI,Permitida,Permitido
238,Zostera marina,1986-1988,January-June,Ramirez-Garcia y Lot,Isla Datil,28.81,-111.96,DD,DD,Yes,"La distribucion del manglar y de los pastos marinos en el Golfo de California, Mexico",Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,Yes,,,,0,0,0,,0,,,,Canal del Infiernillo ,Sonora,,,,,,,,,
239,Zostera marina,1986-1988,DD,Ramirez-Garcia y Lot,Isla Datil-Isla Turner,28.73,-112.3,DD,DD,No,"La distribucion del manglar y de los pastos marinos en el Golfo de California, Mexico",Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,DD,,,,0,0,0,,0,,,,Canal del Infiernillo ,Sonora ,,,,,,,,,
